id,travel_date,day_of_week
12606,2012-04-15 00:00:00,Sunday
12607,2012-04-16 00:00:00,Monday
12608,2012-04-17 00:00:00,Tuesday
12609,2012-04-18 00:00:00,Wednesday
12610,2012-04-19 00:00:00,Thursday
12611,2012-04-20 00:00:00,Friday
12612,2012-04-21 00:00:00,Saturday
12613,2012-04-22 00:00:00,Sunday
12614,2012-04-23 00:00:00,Monday
12615,2012-04-24 00:00:00,Tuesday
12616,2012-04-25 00:00:00,Wednesday
12617,2012-04-26 00:00:00,Thursday
12618,2012-04-27 00:00:00,Friday
12619,2012-04-28 00:00:00,Saturday
12620,2012-04-29 00:00:00,Sunday
12621,2012-04-30 00:00:00,Monday
12622,2012-05-01 00:00:00,Tuesday
12623,2012-05-02 00:00:00,Wednesday
12624,2012-05-03 00:00:00,Thursday
12625,2012-05-04 00:00:00,Friday
12626,2012-05-05 00:00:00,Saturday
12627,2012-05-06 00:00:00,Sunday
12628,2012-05-07 00:00:00,Monday
12629,2012-05-08 00:00:00,Tuesday
12630,2012-05-09 00:00:00,Wednesday
12631,2012-05-10 00:00:00,Thursday
12632,2012-05-11 00:00:00,Friday
12633,2012-05-12 00:00:00,Saturday
12634,2012-05-13 00:00:00,Sunday
12635,2012-05-14 00:00:00,Monday
12636,2012-05-15 00:00:00,Tuesday
12637,2012-05-16 00:00:00,Wednesday
12638,2012-05-17 00:00:00,Thursday
12639,2012-05-18 00:00:00,Friday
12640,2012-05-19 00:00:00,Saturday
12641,2012-05-20 00:00:00,Sunday
12642,2012-05-21 00:00:00,Monday
12643,2012-05-22 00:00:00,Tuesday
12644,2012-05-23 00:00:00,Wednesday
12645,2012-05-24 00:00:00,Thursday
12646,2012-05-25 00:00:00,Friday
12647,2012-05-26 00:00:00,Saturday
12648,2012-05-27 00:00:00,Sunday
12649,2012-05-28 00:00:00,Monday
12650,2012-05-29 00:00:00,Tuesday
12651,2012-05-30 00:00:00,Wednesday
12652,2012-05-31 00:00:00,Thursday
12653,2012-06-01 00:00:00,Friday
12654,2012-06-02 00:00:00,Saturday
12655,2012-06-03 00:00:00,Sunday
12656,2012-06-04 00:00:00,Monday
12657,2012-06-05 00:00:00,Tuesday
12658,2012-06-06 00:00:00,Wednesday
12659,2012-06-07 00:00:00,Thursday
12660,2012-06-08 00:00:00,Friday
12661,2012-06-09 00:00:00,Saturday
12662,2012-06-10 00:00:00,Sunday
12663,2012-06-11 00:00:00,Monday
12664,2012-06-12 00:00:00,Tuesday
12665,2012-06-13 00:00:00,Wednesday
12666,2012-06-14 00:00:00,Thursday
12667,2012-06-15 00:00:00,Friday
12668,2012-06-16 00:00:00,Saturday
12669,2012-06-17 00:00:00,Sunday
12670,2012-06-18 00:00:00,Monday
12671,2012-06-19 00:00:00,Tuesday
12672,2012-06-20 00:00:00,Wednesday
12673,2012-06-21 00:00:00,Thursday
12674,2012-06-22 00:00:00,Friday
12675,2012-06-23 00:00:00,Saturday
12676,2012-06-24 00:00:00,Sunday
12677,2012-06-25 00:00:00,Monday
12678,2012-06-26 00:00:00,Tuesday
12679,2012-06-27 00:00:00,Wednesday
12680,2012-06-28 00:00:00,Thursday
12681,2012-06-29 00:00:00,Friday
12682,2012-06-30 00:00:00,Saturday
12683,2012-07-01 00:00:00,Sunday
12684,2012-07-02 00:00:00,Monday
12685,2012-07-03 00:00:00,Tuesday
12686,2012-07-04 00:00:00,Wednesday
12687,2012-07-05 00:00:00,Thursday
12688,2012-07-06 00:00:00,Friday
12689,2012-07-07 00:00:00,Saturday
12690,2012-07-08 00:00:00,Sunday
12691,2012-07-09 00:00:00,Monday
12692,2012-07-10 00:00:00,Tuesday
12693,2012-07-11 00:00:00,Wednesday
12694,2012-07-12 00:00:00,Thursday
12695,2012-07-13 00:00:00,Friday
12696,2012-07-14 00:00:00,Saturday
12697,2012-07-15 00:00:00,Sunday
12698,2012-07-16 00:00:00,Monday
12699,2012-07-17 00:00:00,Tuesday
12700,2012-07-18 00:00:00,Wednesday
12701,2012-07-19 00:00:00,Thursday
12702,2012-07-20 00:00:00,Friday
12703,2012-07-21 00:00:00,Saturday
12704,2012-07-22 00:00:00,Sunday
12705,2012-07-23 00:00:00,Monday
12706,2012-07-24 00:00:00,Tuesday
12707,2012-07-25 00:00:00,Wednesday
12708,2012-07-26 00:00:00,Thursday
12709,2012-07-27 00:00:00,Friday
12710,2012-07-28 00:00:00,Saturday
12711,2012-07-29 00:00:00,Sunday
12712,2012-07-30 00:00:00,Monday
12713,2012-07-31 00:00:00,Tuesday
12714,2012-08-01 00:00:00,Wednesday
12715,2012-08-02 00:00:00,Thursday
12716,2012-08-03 00:00:00,Friday
12717,2012-08-04 00:00:00,Saturday
12718,2012-08-05 00:00:00,Sunday
12719,2012-08-06 00:00:00,Monday
12720,2012-08-07 00:00:00,Tuesday
12721,2012-08-08 00:00:00,Wednesday
12722,2012-08-09 00:00:00,Thursday
12723,2012-08-10 00:00:00,Friday
12724,2012-08-11 00:00:00,Saturday
12725,2012-08-12 00:00:00,Sunday
12726,2012-08-13 00:00:00,Monday
12727,2012-08-14 00:00:00,Tuesday
12728,2012-08-15 00:00:00,Wednesday
12729,2012-08-16 00:00:00,Thursday
12730,2012-08-17 00:00:00,Friday
12731,2012-08-18 00:00:00,Saturday
12732,2012-08-19 00:00:00,Sunday
12733,2012-08-20 00:00:00,Monday
12734,2012-08-21 00:00:00,Tuesday
12735,2012-08-22 00:00:00,Wednesday
12736,2012-08-23 00:00:00,Thursday
12737,2012-08-24 00:00:00,Friday
12738,2012-08-25 00:00:00,Saturday
12739,2012-08-26 00:00:00,Sunday
12740,2012-08-27 00:00:00,Monday
12741,2012-08-28 00:00:00,Tuesday
12742,2012-08-29 00:00:00,Wednesday
12743,2012-08-30 00:00:00,Thursday
12744,2012-08-31 00:00:00,Friday
12745,2012-09-01 00:00:00,Saturday
12746,2012-09-02 00:00:00,Sunday
12747,2012-09-03 00:00:00,Monday
12748,2012-09-04 00:00:00,Tuesday
12749,2012-09-05 00:00:00,Wednesday
12750,2012-09-06 00:00:00,Thursday
12751,2012-09-07 00:00:00,Friday
12752,2012-09-08 00:00:00,Saturday
12753,2012-09-09 00:00:00,Sunday
12754,2012-09-10 00:00:00,Monday
12755,2012-09-11 00:00:00,Tuesday
12756,2012-09-12 00:00:00,Wednesday
12757,2012-09-13 00:00:00,Thursday
12758,2012-09-14 00:00:00,Friday
12759,2012-09-15 00:00:00,Saturday
12760,2012-09-16 00:00:00,Sunday
12761,2012-09-17 00:00:00,Monday
12762,2012-09-18 00:00:00,Tuesday
12763,2012-09-19 00:00:00,Wednesday
12764,2012-09-20 00:00:00,Thursday
12765,2012-09-21 00:00:00,Friday
12766,2012-09-22 00:00:00,Saturday
12767,2012-09-23 00:00:00,Sunday
12768,2012-09-24 00:00:00,Monday
12769,2012-09-25 00:00:00,Tuesday
12770,2012-09-26 00:00:00,Wednesday
12771,2012-09-27 00:00:00,Thursday
12772,2012-09-28 00:00:00,Friday
12773,2012-09-29 00:00:00,Saturday
12774,2012-09-30 00:00:00,Sunday
12775,2012-10-01 00:00:00,Monday
12776,2012-10-02 00:00:00,Tuesday
12777,2012-10-03 00:00:00,Wednesday
12778,2012-10-04 00:00:00,Thursday
12779,2012-10-05 00:00:00,Friday
12780,2012-10-06 00:00:00,Saturday
12781,2012-10-07 00:00:00,Sunday
12782,2012-10-08 00:00:00,Monday
12783,2012-10-09 00:00:00,Tuesday
12784,2012-10-10 00:00:00,Wednesday
12785,2012-10-11 00:00:00,Thursday
12786,2012-10-12 00:00:00,Friday
12787,2012-10-13 00:00:00,Saturday
12788,2012-10-14 00:00:00,Sunday
12789,2012-10-15 00:00:00,Monday
12790,2012-10-16 00:00:00,Tuesday
12791,2012-10-17 00:00:00,Wednesday
12792,2012-10-18 00:00:00,Thursday
12793,2012-10-19 00:00:00,Friday
12794,2012-10-20 00:00:00,Saturday
12795,2012-10-21 00:00:00,Sunday
12796,2012-10-22 00:00:00,Monday
12797,2012-10-23 00:00:00,Tuesday
12798,2012-10-24 00:00:00,Wednesday
12799,2012-10-25 00:00:00,Thursday
12800,2012-10-26 00:00:00,Friday
12801,2012-10-27 00:00:00,Saturday
12802,2012-10-28 00:00:00,Sunday
12803,2012-10-29 00:00:00,Monday
12804,2012-10-30 00:00:00,Tuesday
12805,2012-10-31 00:00:00,Wednesday
12806,2012-11-01 00:00:00,Thursday
12807,2012-11-02 00:00:00,Friday
12808,2012-11-03 00:00:00,Saturday
12809,2012-11-04 00:00:00,Sunday
12810,2012-11-05 00:00:00,Monday
12811,2012-11-06 00:00:00,Tuesday
12812,2012-11-07 00:00:00,Wednesday
12813,2012-11-08 00:00:00,Thursday
12814,2012-11-09 00:00:00,Friday
12815,2012-11-10 00:00:00,Saturday
12816,2012-11-11 00:00:00,Sunday
12817,2012-11-12 00:00:00,Monday
12818,2012-11-13 00:00:00,Tuesday
12819,2012-11-14 00:00:00,Wednesday
12820,2012-11-15 00:00:00,Thursday
12821,2012-11-16 00:00:00,Friday
12822,2012-11-17 00:00:00,Saturday
12823,2012-11-18 00:00:00,Sunday
12824,2012-11-19 00:00:00,Monday
12825,2012-11-20 00:00:00,Tuesday
12826,2012-11-21 00:00:00,Wednesday
12827,2012-11-22 00:00:00,Thursday
12828,2012-11-23 00:00:00,Friday
12829,2012-11-24 00:00:00,Saturday
12830,2012-11-25 00:00:00,Sunday
12831,2012-11-26 00:00:00,Monday
12832,2012-11-27 00:00:00,Tuesday
12833,2012-11-28 00:00:00,Wednesday
12834,2012-11-29 00:00:00,Thursday
12835,2012-11-30 00:00:00,Friday
12836,2012-12-01 00:00:00,Saturday
12837,2012-12-02 00:00:00,Sunday
12838,2012-12-03 00:00:00,Monday
12839,2012-12-04 00:00:00,Tuesday
12840,2012-12-05 00:00:00,Wednesday
12841,2012-12-06 00:00:00,Thursday
12842,2012-12-07 00:00:00,Friday
12843,2012-12-08 00:00:00,Saturday
12844,2012-12-09 00:00:00,Sunday
12845,2012-12-10 00:00:00,Monday
12846,2012-12-11 00:00:00,Tuesday
12847,2012-12-12 00:00:00,Wednesday
12848,2012-12-13 00:00:00,Thursday
12849,2012-12-14 00:00:00,Friday
12850,2012-12-15 00:00:00,Saturday
12851,2012-12-16 00:00:00,Sunday
12852,2012-12-17 00:00:00,Monday
12853,2012-12-18 00:00:00,Tuesday
12854,2012-12-19 00:00:00,Wednesday
12855,2012-12-20 00:00:00,Thursday
12856,2012-12-21 00:00:00,Friday
12857,2012-12-22 00:00:00,Saturday
12858,2012-12-23 00:00:00,Sunday
12859,2012-12-24 00:00:00,Monday
12860,2012-12-25 00:00:00,Tuesday
12861,2012-12-26 00:00:00,Wednesday
12862,2012-12-27 00:00:00,Thursday
12863,2012-12-28 00:00:00,Friday
12864,2012-12-29 00:00:00,Saturday
12865,2012-12-30 00:00:00,Sunday
12866,2012-12-31 00:00:00,Monday
13101,2013-01-01 00:00:00,Tuesday
13102,2013-01-02 00:00:00,Wednesday
13103,2013-01-03 00:00:00,Thursday
13104,2013-01-04 00:00:00,Friday
13105,2013-01-05 00:00:00,Saturday
13106,2013-01-06 00:00:00,Sunday
13107,2013-01-07 00:00:00,Monday
13108,2013-01-08 00:00:00,Tuesday
13109,2013-01-09 00:00:00,Wednesday
13110,2013-01-10 00:00:00,Thursday
13111,2013-01-11 00:00:00,Friday
13112,2013-01-12 00:00:00,Saturday
13113,2013-01-13 00:00:00,Sunday
13114,2013-01-14 00:00:00,Monday
13115,2013-01-15 00:00:00,Tuesday
13116,2013-01-16 00:00:00,Wednesday
13117,2013-01-17 00:00:00,Thursday
13118,2013-01-18 00:00:00,Friday
13119,2013-01-19 00:00:00,Saturday
13120,2013-01-20 00:00:00,Sunday
13121,2013-01-21 00:00:00,Monday
13122,2013-01-22 00:00:00,Tuesday
13123,2013-01-23 00:00:00,Wednesday
13124,2013-01-24 00:00:00,Thursday
13125,2013-01-25 00:00:00,Friday
13126,2013-01-26 00:00:00,Saturday
13127,2013-01-27 00:00:00,Sunday
13128,2013-01-28 00:00:00,Monday
13129,2013-01-29 00:00:00,Tuesday
13130,2013-01-30 00:00:00,Wednesday
13131,2013-01-31 00:00:00,Thursday
13132,2013-02-01 00:00:00,Friday
